192	131	109	0.44006692	0.30026128	0.24983957
吴镇宇	1	0	0	0.00016118	0.00000189	0.00002296
电视节目	0	0	1	0.00000160	0.00000189	0.00231928
缓存	3	0	0	0.00048033	0.00000189	0.00002296
样板	2	0	0	0.00032075	0.00000189	0.00002296
金陵	1	0	0	0.00016118	0.00000189	0.00002296
高要求	0	1	0	0.00000160	0.00019113	0.00002296
弄错	0	1	0	0.00000160	0.00019113	0.00002296
检测方式	0	1	0	0.00000160	0.00019113	0.00002296
大门	0	0	1	0.00000160	0.00000189	0.00231928
成气候	0	1	0	0.00000160	0.00019113	0.00002296
２３００	0	0	1	0.00000160	0.00000189	0.00231928
轻	0	1	0	0.00000160	0.00019113	0.00002296
促进	1	0	0	0.00016118	0.00000189	0.00002296
system	0	1	0	0.00000160	0.00019113	0.00002296
代表	5	2	0	0.00079949	0.00038036	0.00002296
转	0	1	0	0.00000160	0.00019113	0.00002296
灵通	0	1	0	0.00000160	0.00019113	0.00002296
软	2	3	0	0.00032075	0.00056959	0.00002296
增长	1	1	0	0.00016118	0.00019113	0.00002296
结合	2	0	0	0.00032075	0.00000189	0.00002296
算法	3	3	0	0.00048033	0.00056959	0.00002296
车	0	1	0	0.00000160	0.00019113	0.00002296
由于	4	6	0	0.00063991	0.00113729	0.00002296
窗户	1	0	0	0.00016118	0.00000189	0.00002296
张贴	1	4	1	0.00016118	0.00075883	0.00231928
使得	1	1	0	0.00016118	0.00019113	0.00002296
平时	1	0	0	0.00016118	0.00000189	0.00002296
组合	1	0	0	0.00016118	0.00000189	0.00002296
回想	1	0	0	0.00016118	0.00000189	0.00002296
疑问	0	3	0	0.00000160	0.00056959	0.00002296
ＭＳＮ	1	0	0	0.00016118	0.00000189	0.00002296
娱乐业	0	1	0	0.00000160	0.00019113	0.00002296
主任	2	0	0	0.00032075	0.00000189	0.00002296
乃至	1	0	0	0.00016118	0.00000189	0.00002296
兄弟	0	1	0	0.00000160	0.00019113	0.00002296
从而	4	1	0	0.00063991	0.00019113	0.00002296
1965年	1	0	0	0.00016118	0.00000189	0.00002296
后果	0	2	0	0.00000160	0.00038036	0.00002296
访问	0	6	1	0.00000160	0.00113729	0.00231928
大众	0	1	0	0.00000160	0.00019113	0.00002296
思维	0	1	0	0.00000160	0.00019113	0.00002296
娱乐	0	1	1	0.00000160	0.00019113	0.00231928
发出警告	0	1	0	0.00000160	0.00019113	0.00002296
笃	1	1	0	0.00016118	0.00019113	0.00002296
有朝一日	0	1	0	0.00000160	0.00019113	0.00002296
拒绝	0	1	1	0.00000160	0.00019113	0.00231928
一半	1	0	0	0.00016118	0.00000189	0.00002296
冲击	0	1	0	0.00000160	0.00019113	0.00002296
了	60	46	0	0.00957635	0.00870663	0.00002296
第二	0	0	1	0.00000160	0.00000189	0.00231928
沟通	2	0	0	0.00032075	0.00000189	0.00002296
人身	1	0	0	0.00016118	0.00000189	0.00002296
还	12	12	0	0.00191655	0.00227269	0.00002296
这	12	26	0	0.00191655	0.00492196	0.00002296
歌	0	2	0	0.00000160	0.00038036	0.00002296
远	1	0	0	0.00016118	0.00000189	0.00002296
稻草	1	0	1	0.00016118	0.00000189	0.00231928
连	2	0	0	0.00032075	0.00000189	0.00002296
彩色	1	0	0	0.00016118	0.00000189	0.00002296
历史	1	0	0	0.00016118	0.00000189	0.00002296
一段	0	1	0	0.00000160	0.00019113	0.00002296
死	2	1	0	0.00032075	0.00019113	0.00002296
贯彻	3	0	0	0.00048033	0.00000189	0.00002296
舆论	2	0	0	0.00032075	0.00000189	0.00002296
先锋	1	2	0	0.00016118	0.00038036	0.00002296
味道	1	0	0	0.00016118	0.00000189	0.00002296
自领一军	0	1	0	0.00000160	0.00019113	0.00002296
过	1	3	0	0.00016118	0.00056959	0.00002296
色彩	1	0	0	0.00016118	0.00000189	0.00002296
压缩	5	3	0	0.00079949	0.00056959	0.00002296
止	1	0	0	0.00016118	0.00000189	0.00002296
正	2	2	0	0.00032075	0.00038036	0.00002296
此	3	4	0	0.00048033	0.00075883	0.00002296
:	3	2	0	0.00048033	0.00038036	0.00002296
热	0	3	0	0.00000160	0.00056959	0.00002296
GOP	0	1	0	0.00000160	0.00019113	0.00002296
网易	5	1	0	0.00079949	0.00019113	0.00002296
缝隙	0	1	0	0.00000160	0.00019113	0.00002296
Websense	0	0	1	0.00000160	0.00000189	0.00231928
正常	0	1	0	0.00000160	0.00019113	0.00002296
款	3	0	0	0.00048033	0.00000189	0.00002296
较	0	3	0	0.00000160	0.00056959	0.00002296
专有	0	1	1	0.00000160	0.00019113	0.00231928
一身	1	0	0	0.00016118	0.00000189	0.00002296
达	1	1	1	0.00016118	0.00019113	0.00231928
格雷姆	1	0	0	0.00016118	0.00000189	0.00002296
次	5	4	0	0.00079949	0.00075883	0.00002296
杂志	1	0	0	0.00016118	0.00000189	0.00002296
垃圾股	2	1	0	0.00032075	0.00019113	0.00002296
日益	0	1	0	0.00000160	0.00019113	0.00002296
需求	5	1	0	0.00079949	0.00019113	0.00002296
引出	0	1	0	0.00000160	0.00019113	0.00002296
副	1	1	0	0.00016118	0.00019113	0.00002296
中低收入	0	2	0	0.00000160	0.00038036	0.00002296
比	5	0	0	0.00079949	0.00000189	0.00002296
改造	1	0	0	0.00016118	0.00000189	0.00002296
里	3	4	0	0.00048033	0.00075883	0.00002296
每	3	4	0	0.00048033	0.00075883	0.00002296
畸形	0	1	0	0.00000160	0.00019113	0.00002296
Excel	1	0	0	0.00016118	0.00000189	0.00002296
定价	0	0	1	0.00000160	0.00000189	0.00231928
明显	1	2	0	0.00016118	0.00038036	0.00002296
标准配置	0	0	1	0.00000160	0.00000189	0.00231928
学术	0	0	1	0.00000160	0.00000189	0.00231928
必须	3	2	0	0.00048033	0.00038036	0.00002296
平凡	2	0	0	0.00032075	0.00000189	0.00002296
完成	6	3	0	0.00095907	0.00056959	0.00002296
2006	1	0	0	0.00016118	0.00000189	0.00002296
某个	1	0	0	0.00016118	0.00000189	0.00002296
kernelsys32	0	1	0	0.00000160	0.00019113	0.00002296
取样	0	1	0	0.00000160	0.00019113	0.00002296
当时	1	2	0	0.00016118	0.00038036	0.00002296
前面	2	0	0	0.00032075	0.00000189	0.00002296
虽	1	0	0	0.00016118	0.00000189	0.00002296
总裁	0	0	1	0.00000160	0.00000189	0.00231928
频率	6	0	0	0.00095907	0.00000189	0.00002296
脆弱	0	2	0	0.00000160	0.00038036	0.00002296
电话业务	0	0	1	0.00000160	0.00000189	0.00231928
突破口	1	0	0	0.00016118	0.00000189	0.00002296
彼时	0	1	0	0.00000160	0.00019113	0.00002296
谜	0	0	1	0.00000160	0.00000189	0.00231928
百分点	1	0	0	0.00016118	0.00000189	0.00002296
捂住	0	0	1	0.00000160	0.00000189	0.00231928
消息	2	2	0	0.00032075	0.00038036	0.00002296
文件	1	6	0	0.00016118	0.00113729	0.00002296
张柏芝	0	1	0	0.00000160	0.00019113	0.00002296
谁	3	0	0	0.00048033	0.00000189	0.00002296
电信业	3	1	0	0.00048033	0.00019113	0.00002296
段	0	1	0	0.00000160	0.00019113	0.00002296
制造商	0	1	0	0.00000160	0.00019113	0.00002296
白发	0	1	0	0.00000160	0.00019113	0.00002296
暂	1	0	0	0.00016118	0.00000189	0.00002296
坚固	0	1	0	0.00000160	0.00019113	0.00002296
电信	0	4	0	0.00000160	0.00075883	0.00002296
持续	0	1	0	0.00000160	0.00019113	0.00002296
相同	1	2	0	0.00016118	0.00038036	0.00002296
得出	0	0	1	0.00000160	0.00000189	0.00231928
投资人	1	0	0	0.00016118	0.00000189	0.00002296
调查结果	0	2	0	0.00000160	0.00038036	0.00002296
谢	0	1	0	0.00000160	0.00019113	0.00002296
区间	0	0	1	0.00000160	0.00000189	0.00231928
黑白分明	0	1	0	0.00000160	0.00019113	0.00002296
哥伦比亚	0	1	0	0.00000160	0.00019113	0.00002296
亮相	1	0	0	0.00016118	0.00000189	0.00002296
框	1	0	0	0.00016118	0.00000189	0.00002296
电脑配备	1	0	0	0.00016118	0.00000189	0.00002296
突然	0	1	0	0.00000160	0.00019113	0.00002296
学院	1	0	0	0.00016118	0.00000189	0.00002296
功劳	1	0	0	0.00016118	0.00000189	0.00002296
潜力	5	1	0	0.00079949	0.00019113	0.00002296
适合	2	1	0	0.00032075	0.00019113	0.00002296
良好	1	1	0	0.00016118	0.00019113	0.00002296
视为	2	0	0	0.00032075	0.00000189	0.00002296
风头	0	1	0	0.00000160	0.00019113	0.00002296
上涨	1	2	0	0.00016118	0.00038036	0.00002296
富禹	3	0	0	0.00048033	0.00000189	0.00002296
虚拟	1	0	0	0.00016118	0.00000189	0.00002296
并行	2	0	0	0.00032075	0.00000189	0.00002296
炮制	0	1	0	0.00000160	0.00019113	0.00002296
题材	1	0	0	0.00016118	0.00000189	0.00002296
不如	0	1	0	0.00000160	0.00019113	0.00002296
伪装	0	1	0	0.00000160	0.00019113	0.00002296
有着	1	0	0	0.00016118	0.00000189	0.00002296
小型	0	0	1	0.00000160	0.00000189	0.00231928
精神文明	1	0	0	0.00016118	0.00000189	0.00002296
选购	1	0	0	0.00016118	0.00000189	0.00002296
发送	0	1	0	0.00000160	0.00019113	0.00002296
国内外	1	0	0	0.00016118	0.00000189	0.00002296
究竟	0	0	1	0.00000160	0.00000189	0.00231928
深入浅出	1	0	0	0.00016118	0.00000189	0.00002296
2001年	1	0	0	0.00016118	0.00000189	0.00002296
高保真	2	0	0	0.00032075	0.00000189	0.00002296
争议	1	0	0	0.00016118	0.00000189	0.00002296
记得	0	1	0	0.00000160	0.00019113	0.00002296
以往	2	1	0	0.00032075	0.00019113	0.00002296
根	1	1	0	0.00016118	0.00019113	0.00002296
关系	1	0	0	0.00016118	0.00000189	0.00002296
当之无愧	1	0	0	0.00016118	0.00000189	0.00002296
意味着	1	2	0	0.00016118	0.00038036	0.00002296
书记	1	0	0	0.00016118	0.00000189	0.00002296
多线程	4	0	0	0.00063991	0.00000189	0.00002296
纯平	2	0	0	0.00032075	0.00000189	0.00002296
观众	0	1	1	0.00000160	0.00019113	0.00231928
HTT	1	0	0	0.00016118	0.00000189	0.00002296
效率	1	3	0	0.00016118	0.00056959	0.00002296
近期	1	1	0	0.00016118	0.00019113	0.00002296
大幅	0	1	0	0.00000160	0.00019113	0.00002296
这里	0	2	0	0.00000160	0.00038036	0.00002296
加密	2	0	0	0.00032075	0.00000189	0.00002296
有限公司	1	0	0	0.00016118	0.00000189	0.00002296
摄影	0	1	0	0.00000160	0.00019113	0.00002296
清晰度	3	2	0	0.00048033	0.00038036	0.00002296
部门	6	0	0	0.00095907	0.00000189	0.00002296
材料如	0	1	0	0.00000160	0.00019113	0.00002296
29.74%	1	0	0	0.00016118	0.00000189	0.00002296
CDROM	0	1	0	0.00000160	0.00019113	0.00002296
增加	5	1	0	0.00079949	0.00019113	0.00002296
紧	1	0	0	0.00016118	0.00000189	0.00002296
常务	3	0	0	0.00048033	0.00000189	0.00002296
套餐	1	0	0	0.00016118	0.00000189	0.00002296
确定	1	1	1	0.00016118	0.00019113	0.00231928
物理	3	2	0	0.00048033	0.00038036	0.00002296
喝酒	1	0	0	0.00016118	0.00000189	0.00002296
分辨	1	0	0	0.00016118	0.00000189	0.00002296
据称	0	1	1	0.00000160	0.00019113	0.00231928
质检	1	1	0	0.00016118	0.00019113	0.00002296
祝贺	1	0	0	0.00016118	0.00000189	0.00002296
针对性	2	0	0	0.00032075	0.00000189	0.00002296
冲动	1	1	0	0.00016118	0.00019113	0.00002296
清晰	0	1	0	0.00000160	0.00019113	0.00002296
一蹴而就	1	0	0	0.00016118	0.00000189	0.00002296
否	0	1	1	0.00000160	0.00019113	0.00231928
走	1	0	0	0.00016118	0.00000189	0.00002296
文件夹	1	0	0	0.00016118	0.00000189	0.00002296
识别	1	0	0	0.00016118	0.00000189	0.00002296
起	6	3	0	0.00095907	0.00056959	0.00002296
采集	1	0	0	0.00016118	0.00000189	0.00002296
届时	0	2	0	0.00000160	0.00038036	0.00002296
水电	1	0	0	0.00016118	0.00000189	0.00002296
35年	1	0	0	0.00016118	0.00000189	0.00002296
相去甚远	0	1	0	0.00000160	0.00019113	0.00002296
会议	2	1	0	0.00032075	0.00019113	0.00002296
东芝	2	3	0	0.00032075	0.00056959	0.00002296
名字	1	0	0	0.00016118	0.00000189	0.00002296
贷款	1	3	0	0.00016118	0.00056959	0.00002296
平衡	1	0	0	0.00016118	0.00000189	0.00002296
繁荣	1	0	0	0.00016118	0.00000189	0.00002296
负	1	0	0	0.00016118	0.00000189	0.00002296
享受	4	0	0	0.00063991	0.00000189	0.00002296
技术人员	1	0	0	0.00016118	0.00000189	0.00002296
10月	1	0	0	0.00016118	0.00000189	0.00002296
而是	1	0	0	0.00016118	0.00000189	0.00002296
禁止	0	1	0	0.00000160	0.00019113	0.00002296
MultiMobile	9	1	0	0.00143781	0.00019113	0.00002296
互联网	16	6	0	0.00255486	0.00113729	0.00002296
费	3	8	0	0.00048033	0.00151576	0.00002296
电影胶片	0	1	0	0.00000160	0.00019113	0.00002296
支付	1	1	0	0.00016118	0.00019113	0.00002296
规模	1	1	0	0.00016118	0.00019113	0.00002296
Pocket	5	1	0	0.00079949	0.00019113	0.00002296
但是	6	4	0	0.00095907	0.00075883	0.00002296
狂奔	0	1	1	0.00000160	0.00019113	0.00231928
世贸	1	0	0	0.00016118	0.00000189	0.00002296
购	2	0	0	0.00032075	0.00000189	0.00002296
财	0	1	0	0.00000160	0.00019113	0.00002296
WinZip	1	0	0	0.00016118	0.00000189	0.00002296
怎么	1	2	0	0.00016118	0.00038036	0.00002296
著称	1	0	0	0.00016118	0.00000189	0.00002296
招魂	0	1	0	0.00000160	0.00019113	0.00002296
一旦	2	5	0	0.00032075	0.00094806	0.00002296
跟	1	2	0	0.00016118	0.00038036	0.00002296
翻番	1	0	0	0.00016118	0.00000189	0.00002296
求是	1	0	0	0.00016118	0.00000189	0.00002296
满足	1	0	0	0.00016118	0.00000189	0.00002296
企望	1	0	0	0.00016118	0.00000189	0.00002296
楼	1	0	0	0.00016118	0.00000189	0.00002296
特色	2	0	0	0.00032075	0.00000189	0.00002296
上海	3	2	0	0.00048033	0.00038036	0.00002296
自主	3	1	0	0.00048033	0.00019113	0.00002296
高额	0	1	0	0.00000160	0.00019113	0.00002296
名称	1	0	1	0.00016118	0.00000189	0.00231928
公司	8	11	0	0.00127823	0.00208346	0.00002296
合肥	1	0	0	0.00016118	0.00000189	0.00002296
足球	0	0	1	0.00000160	0.00000189	0.00231928
1113	0	1	0	0.00000160	0.00019113	0.00002296
没有	4	4	0	0.00063991	0.00075883	0.00002296
新春	2	1	0	0.00032075	0.00019113	0.00002296
整体	1	1	0	0.00016118	0.00019113	0.00002296
三个代表	1	0	0	0.00016118	0.00000189	0.00002296
理念	1	0	0	0.00016118	0.00000189	0.00002296
称得上	1	0	0	0.00016118	0.00000189	0.00002296
混血儿	2	0	0	0.00032075	0.00000189	0.00002296
面对	1	2	0	0.00016118	0.00038036	0.00002296
亮度	1	0	0	0.00016118	0.00000189	0.00002296
顾盼	1	0	0	0.00016118	0.00000189	0.00002296
不过	5	1	0	0.00079949	0.00019113	0.00002296
阿嫂	0	1	0	0.00000160	0.00019113	0.00002296
获悉	1	0	0	0.00016118	0.00000189	0.00002296
汉语	1	0	0	0.00016118	0.00000189	0.00002296
尤其	1	0	0	0.00016118	0.00000189	0.00002296
注定	0	1	0	0.00000160	0.00019113	0.00002296
点对点	0	0	1	0.00000160	0.00000189	0.00231928
嗜好	1	0	0	0.00016118	0.00000189	0.00002296
小节	1	0	0	0.00016118	0.00000189	0.00002296
宽带	0	0	1	0.00000160	0.00000189	0.00231928
挖掘	1	0	0	0.00016118	0.00000189	0.00002296
龙欣园	2	0	0	0.00032075	0.00000189	0.00002296
足	0	1	0	0.00000160	0.00019113	0.00002296
网民	0	1	0	0.00000160	0.00019113	0.00002296
政绩	0	1	0	0.00000160	0.00019113	0.00002296
理解	1	0	0	0.00016118	0.00000189	0.00002296
迫于	0	1	0	0.00000160	0.00019113	0.00002296
高档	1	0	0	0.00016118	0.00000189	0.00002296
不足	0	2	0	0.00000160	0.00038036	0.00002296
突破性	1	0	0	0.00016118	0.00000189	0.00002296
告别	2	0	0	0.00032075	0.00000189	0.00002296
联盟	4	14	0	0.00063991	0.00265116	0.00002296
部	5	7	0	0.00079949	0.00132653	0.00002296
相信	1	0	0	0.00016118	0.00000189	0.00002296
参加	1	1	0	0.00016118	0.00019113	0.00002296
例如	1	1	0	0.00016118	0.00019113	0.00002296
36.40%	1	0	0	0.00016118	0.00000189	0.00002296
体验	1	1	0	0.00016118	0.00019113	0.00002296
北陵	1	0	0	0.00016118	0.00000189	0.00002296
榜	0	3	0	0.00000160	0.00056959	0.00002296
四年	2	0	0	0.00032075	0.00000189	0.00002296
强烈	1	0	0	0.00016118	0.00000189	0.00002296
-R	1	0	0	0.00016118	0.00000189	0.00002296
Email	2	1	0	0.00032075	0.00019113	0.00002296
碰到	0	1	0	0.00000160	0.00019113	0.00002296
富禹人	1	0	0	0.00016118	0.00000189	0.00002296
那段	1	0	0	0.00016118	0.00000189	0.00002296
创维	2	3	0	0.00032075	0.00056959	0.00002296
收获	1	0	0	0.00016118	0.00000189	0.00002296
一直	2	2	0	0.00032075	0.00038036	0.00002296
放在	0	1	0	0.00000160	0.00019113	0.00002296
灵活	1	0	0	0.00016118	0.00000189	0.00002296
外国	1	8	0	0.00016118	0.00151576	0.00002296
NEC	2	2	0	0.00032075	0.00038036	0.00002296
WTO	0	1	0	0.00000160	0.00019113	0.00002296
船	0	1	0	0.00000160	0.00019113	0.00002296
手段	1	1	0	0.00016118	0.00019113	0.00002296
2005年	2	4	0	0.00032075	0.00075883	0.00002296
发稿	1	0	0	0.00016118	0.00000189	0.00002296
天气	0	1	0	0.00000160	0.00019113	0.00002296
般	2	0	0	0.00032075	0.00000189	0.00002296
视作	1	0	0	0.00016118	0.00000189	0.00002296
摇摇欲坠	0	1	0	0.00000160	0.00019113	0.00002296
浓厚	1	0	0	0.00016118	0.00000189	0.00002296
湖	1	0	0	0.00016118	0.00000189	0.00002296
奏响	1	0	0	0.00016118	0.00000189	0.00002296
组	1	2	0	0.00016118	0.00038036	0.00002296
成都	1	0	1	0.00016118	0.00000189	0.00231928
时光	0	1	0	0.00000160	0.00019113	0.00002296
一点	0	2	0	0.00000160	0.00038036	0.00002296
鉴定	1	0	0	0.00016118	0.00000189	0.00002296
评论	2	0	0	0.00032075	0.00000189	0.00002296
干脆	0	0	1	0.00000160	0.00000189	0.00231928
ICQ	1	1	0	0.00016118	0.00019113	0.00002296
25日	1	0	0	0.00016118	0.00000189	0.00002296
门槛	0	1	0	0.00000160	0.00019113	0.00002296
进一步	1	2	0	0.00016118	0.00038036	0.00002296
配备	0	1	0	0.00000160	0.00019113	0.00002296
履行	0	2	0	0.00000160	0.00038036	0.00002296
定义	1	0	0	0.00016118	0.00000189	0.00002296
刻录机	0	1	0	0.00000160	0.00019113	0.00002296
兼容	1	3	0	0.00016118	0.00056959	0.00002296
这儿	1	0	0	0.00016118	0.00000189	0.00002296
核心	1	0	0	0.00016118	0.00000189	0.00002296
救命	1	0	1	0.00016118	0.00000189	0.00231928
所有	1	5	0	0.00016118	0.00094806	0.00002296
艰辛	1	0	0	0.00016118	0.00000189	0.00002296
清	6	1	0	0.00095907	0.00019113	0.00002296
这些	1	5	0	0.00016118	0.00094806	0.00002296
不久	1	1	0	0.00016118	0.00019113	0.00002296
截至	1	1	0	0.00016118	0.00019113	0.00002296
香港	1	5	0	0.00016118	0.00094806	0.00002296
数量	1	0	0	0.00016118	0.00000189	0.00002296
等	20	10	1	0.00319318	0.00189423	0.00231928
价值	1	0	0	0.00016118	0.00000189	0.00002296
循环	1	0	0	0.00016118	0.00000189	0.00002296
1000	1	0	0	0.00016118	0.00000189	0.00002296
增大	1	0	0	0.00016118	0.00000189	0.00002296
花	0	1	0	0.00000160	0.00019113	0.00002296
时钟	4	0	0	0.00063991	0.00000189	0.00002296
新品	0	1	0	0.00000160	0.00019113	0.00002296
这项	1	0	0	0.00016118	0.00000189	0.00002296
XP	3	0	0	0.00048033	0.00000189	0.00002296
芯	1	0	0	0.00016118	0.00000189	0.00002296
撰写	0	0	1	0.00000160	0.00000189	0.00231928
MMX	0	0	1	0.00000160	0.00000189	0.00231928
多少	1	0	0	0.00016118	0.00000189	0.00002296
晚会	2	0	0	0.00032075	0.00000189	0.00002296
药业	1	0	0	0.00016118	0.00000189	0.00002296
加强	2	0	0	0.00032075	0.00000189	0.00002296
得不到	0	1	0	0.00000160	0.00019113	0.00002296
操纵	0	1	0	0.00000160	0.00019113	0.00002296
退席	0	1	0	0.00000160	0.00019113	0.00002296
滴	0	1	0	0.00000160	0.00019113	0.00002296
此后	1	0	0	0.00016118	0.00000189	0.00002296
除此以外	1	0	0	0.00016118	0.00000189	0.00002296
重视	2	0	0	0.00032075	0.00000189	0.00002296
陶陶然	1	0	0	0.00016118	0.00000189	0.00002296
范围	2	0	0	0.00032075	0.00000189	0.00002296
开展	1	0	0	0.00016118	0.00000189	0.00002296
此外	2	1	0	0.00032075	0.00019113	0.00002296
源	2	5	0	0.00032075	0.00094806	0.00002296
sy	1	0	0	0.00016118	0.00000189	0.00002296
当即	0	1	0	0.00000160	0.00019113	0.00002296
探索	1	0	0	0.00016118	0.00000189	0.00002296
全面	2	0	1	0.00032075	0.00000189	0.00231928
怎样	0	4	0	0.00000160	0.00075883	0.00002296
用户名	0	1	0	0.00000160	0.00019113	0.00002296
莫过于	1	0	0	0.00016118	0.00000189	0.00002296
	0	0	1	0.00000160	0.00000189	0.00231928
乘	1	0	0	0.00016118	0.00000189	0.00002296
组织	4	0	0	0.00063991	0.00000189	0.00002296
九	2	1	0	0.00032075	0.00019113	0.00002296
后来	1	2	0	0.00016118	0.00038036	0.00002296
也	22	18	0	0.00351234	0.00340809	0.00002296
乐	1	0	0	0.00016118	0.00000189	0.00002296
的话	0	1	0	0.00000160	0.00019113	0.00002296
更新	0	2	1	0.00000160	0.00038036	0.00231928
负荷	1	0	0	0.00016118	0.00000189	0.00002296
开拓	1	0	0	0.00016118	0.00000189	0.00002296
观念	1	0	0	0.00016118	0.00000189	0.00002296
图片	0	0	1	0.00000160	0.00000189	0.00231928
并非	0	1	1	0.00000160	0.00019113	0.00231928
不乏	1	0	0	0.00016118	0.00000189	0.00002296
专业	1	2	0	0.00016118	0.00038036	0.00002296
沈阳	2	0	0	0.00032075	0.00000189	0.00002296
拥有	2	8	0	0.00032075	0.00151576	0.00002296
乃	1	0	0	0.00016118	0.00000189	0.00002296
房屋	0	1	0	0.00000160	0.00019113	0.00002296
时间	3	6	0	0.00048033	0.00113729	0.00002296
保证	3	1	0	0.00048033	0.00019113	0.00002296
优点	2	0	0	0.00032075	0.00000189	0.00002296
买	1	0	0	0.00016118	0.00000189	0.00002296
ＣＯＡ	0	0	1	0.00000160	0.00000189	0.00231928
中线	1	0	0	0.00016118	0.00000189	0.00002296
白痴	0	1	0	0.00000160	0.00019113	0.00002296
合格	1	0	0	0.00016118	0.00000189	0.00002296
警察	1	0	0	0.00016118	0.00000189	0.00002296
盛世危	0	1	0	0.00000160	0.00019113	0.00002296
美元	10	5	0	0.00159739	0.00094806	0.00002296
亦步亦趋	1	0	0	0.00016118	0.00000189	0.00002296
用来	0	1	0	0.00000160	0.00019113	0.00002296
书	2	1	0	0.00032075	0.00019113	0.00002296
业	2	1	0	0.00032075	0.00019113	0.00002296
东	1	0	0	0.00016118	0.00000189	0.00002296
丝	1	0	0	0.00016118	0.00000189	0.00002296
确认	1	0	0	0.00016118	0.00000189	0.00002296
专	1	0	0	0.00016118	0.00000189	0.00002296
且	3	2	0	0.00048033	0.00038036	0.00002296
非凡	1	0	0	0.00016118	0.00000189	0.00002296
三	9	3	1	0.00143781	0.00056959	0.00231928
参考	1	0	0	0.00016118	0.00000189	0.00002296
下	3	4	0	0.00048033	0.00075883	0.00002296
隐患	0	1	0	0.00000160	0.00019113	0.00002296
不	30	42	0	0.00478897	0.00794969	0.00002296
与	26	19	1	0.00415066	0.00359733	0.00231928
面世	1	0	0	0.00016118	0.00000189	0.00002296
七	0	1	0	0.00000160	0.00019113	0.00002296
启动	2	1	0	0.00032075	0.00019113	0.00002296
万	3	8	0	0.00048033	0.00151576	0.00002296
为	19	13	0	0.00303360	0.00246193	0.00002296
正是	2	0	0	0.00032075	0.00000189	0.00002296
丽	1	1	0	0.00016118	0.00019113	0.00002296
举	0	2	0	0.00000160	0.00038036	0.00002296
散件	0	0	1	0.00000160	0.00000189	0.00231928
被动	1	0	0	0.00016118	0.00000189	0.00002296
天赋	0	0	1	0.00000160	0.00000189	0.00231928
发送邮件	0	2	0	0.00000160	0.00038036	0.00002296
编剧	0	1	0	0.00000160	0.00019113	0.00002296
或是	0	1	0	0.00000160	0.00019113	0.00002296
超标	0	3	0	0.00000160	0.00056959	0.00002296
个	20	20	0	0.00319318	0.00378656	0.00002296
基准	1	0	0	0.00016118	0.00000189	0.00002296
维权	1	0	0	0.00016118	0.00000189	0.00002296
中	16	17	0	0.00255486	0.00321886	0.00002296
杭	1	0	0	0.00016118	0.00000189	0.00002296
20年	0	1	0	0.00000160	0.00019113	0.00002296
底气	1	0	0	0.00016118	0.00000189	0.00002296
责任	0	2	0	0.00000160	0.00038036	0.00002296
两	11	11	0	0.00175697	0.00208346	0.00002296
严	0	1	0	0.00000160	0.00019113	0.00002296
装机	0	2	0	0.00000160	0.00038036	0.00002296
付	1	0	0	0.00016118	0.00000189	0.00002296
他	2	6	0	0.00032075	0.00113729	0.00002296
直面	0	1	0	0.00000160	0.00019113	0.00002296
------	0	1	0	0.00000160	0.00019113	0.00002296
平起平坐	0	1	0	0.00000160	0.00019113	0.00002296
仍	1	3	0	0.00016118	0.00056959	0.00002296
从	11	10	0	0.00175697	0.00189423	0.00002296
如同	0	2	0	0.00000160	0.00038036	0.00002296
称	4	4	0	0.00063991	0.00075883	0.00002296
则	10	3	1	0.00159739	0.00056959	0.00231928
工作人员	1	0	0	0.00016118	0.00000189	0.00002296
放任自流	0	1	0	0.00000160	0.00019113	0.00002296
舒适	1	0	0	0.00016118	0.00000189	0.00002296
格局	0	1	0	0.00000160	0.00019113	0.00002296
美国	4	10	0	0.00063991	0.00189423	0.00002296
随行	0	0	1	0.00000160	0.00000189	0.00231928
book	1	0	0	0.00016118	0.00000189	0.00002296
件	1	0	0	0.00016118	0.00000189	0.00002296
５．１７	1	0	0	0.00016118	0.00000189	0.00002296
们	3	4	0	0.00048033	0.00075883	0.00002296
持有	0	1	0	0.00000160	0.00019113	0.00002296
TCL	1	1	0	0.00016118	0.00019113	0.00002296
天然	2	0	0	0.00032075	0.00000189	0.00002296
代	1	0	0	0.00016118	0.00000189	0.00002296
以	9	8	0	0.00143781	0.00151576	0.00002296
功能	6	1	0	0.00095907	0.00019113	0.00002296
奔腾	10	3	0	0.00159739	0.00056959	0.00002296
些	0	2	0	0.00000160	0.00038036	0.00002296
笔	0	1	0	0.00000160	0.00019113	0.00002296
产业	1	0	0	0.00016118	0.00000189	0.00002296
五	3	1	0	0.00048033	0.00019113	0.00002296
运营	0	3	0	0.00000160	0.00056959	0.00002296
争	0	2	0	0.00000160	0.00038036	0.00002296
连接电脑	0	0	1	0.00000160	0.00000189	0.00231928
事	2	0	0	0.00032075	0.00000189	0.00002296
二	0	1	0	0.00000160	0.00019113	0.00002296
南方	0	0	1	0.00000160	0.00000189	0.00231928
于	11	4	0	0.00175697	0.00075883	0.00002296
土地	0	2	0	0.00000160	0.00038036	0.00002296
媒体	6	2	0	0.00095907	0.00038036	0.00002296
起初	1	0	0	0.00016118	0.00000189	0.00002296
因素	0	1	0	0.00000160	0.00019113	0.00002296
